Name,SMILES,InChI,InChIKey,Source,FooDB ID,DNMT1,DNMT3a,DNMT3b,HAT/Ep300,HAT2B/Ep300,HAT3B/p300,EZH2,PRMT1,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HDAC10,HDAC11,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SIRT7,LSD1,KDM1A,KDM1B,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4B,KDM4C,KDM4D,KDM5A,KDM5B,KDM5C,KDM5D,KDM6A,KDM6B,KDM7A,KDM8,BET/BRD4,Unknown epigenetic target DNMT,Unknown epigenetic target HAT,Unknown epigenetic target HDAC,Unknown epigenetic target,Total Targets,COCONUT ID,DOI
Indole-3-Acetic Acid,OC(=O)Cc1c[nH]c2ccccc12,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",SEOVTRFCIGRIMH-UHFFFAOYSA-N,Plant hormone; not obtained from diet,FDB000933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0284198,10.1007/s11103-020-00985-1
Indole-3-carbinol,OCc1c[nH]c2ccccc12,"InChI=1S/C9H9NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-5,10-11H,6H2",IVYPNXXAYMYVSP-UHFFFAOYSA-N,"Cruciferous vegetables (broccoli, cauliflower, cabbage)",FDB000939,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CNP0234211,"10.1016/j.taap.2021.115467,10.3390/plants11192524"
Inositol,OC1C(O)C(O)C(O)C(O)C1O,InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H,CDAISMWEOUEBRE-UHFFFAOYSA-N,"Fruits, grains, nuts, beans",FDB001138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0254016,"10.3390/nu14081543,10.1080/10408398.2017.1359488"
Inositol hexaphosphate (IP6),C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,"InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)",IMQLKJBTEOYOSI-UHFFFAOYSA-N,"Bran, whole grains, legumes",FDB000374,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0213801,10.1007/s11356-021-15594-8
Isoliquiritigenin,Oc1ccc(cc1)/C=C/C(=O)c2ccc(O)cc2O,"InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H/b8-3+",DXDRHHKMWQZJHT-FPYGCLRLSA-N,"Licorice root, certain plants like soybeans and peanuts",FDB016335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CNP0180599,10.3390/biom11081176
Isoquercitrin ,OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21+/m1/s1",OVSQVDMCBVZWGM-QSOFNFLRSA-N,"Fruits (apples, berries, grapes)",FDB016389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0187953,10.1016/j.apsb.2020.06.007
Isothiocyanate,[N-]=C=S,InChI=1S/CNS/c2-1-3/q-1,ZBKFYXZXZJPWNQ-UHFFFAOYSA-N,"Cruciferous vegetables (broccoli, cabbage, Brussels sprouts)",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Not in database,"10.1007/s12079-017-0401-y,10.20960/nh.02810"
Jasmonic Acid,CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(O)=O,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",ZNJFBWYDHIGLCU-HWKXXFMVSA-N,Plant hormone; not obtained from diet,FDB015493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0264098,"10.1016/j.pbi.2020.06.007,10.3390/ijms23137031,10.1007/s13562-021-00739-0,10.1016/j.jplph.2017.03.018"
Kaempferol,Oc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",IYRMWMYZSQPJKC-UHFFFAOYSA-N,"Fruits (apples, grapes, berries), vegetables (onions, broccoli)",FDB000633,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CNP0109153,"10.3389/fgene.2021.758733,10.3390/ijms231911712,10.1155/2021/9995903"
Laccaic Acid,CCc1c(O)c2C(=O)c3cc(O)c(C(O)=O)c(C(O)=O)c3C(=O)c2c(O)c1C(C)=O,"InChI=1S/C20H14O10/c1-3-6-9(5(2)21)17(25)14-13(15(6)23)16(24)7-4-8(22)11(19(27)28)12(20(29)30)10(7)18(14)26/h4,22-23,25H,3H2,1-2H3,(H,27,28)(H,29,30)",RHAXKFFKGZJUOE-UHFFFAOYSA-N,Resin secreted by the lac insect,Not in database,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0194582,10.3390/nu13113714
Lactate,CC(O)C([O-])=O,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1",JVTAAEKCZFNVCJ-UHFFFAOYSA-M,"Fermented foods (yogurt, sauerkraut, pickles)",FDB000880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Not in database,10.3389/fonc.2020.00045
Lactose,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2",GUBGYTABKSRVRQ-UHFFFAOYSA-N,Milk and dairy products,FDB001145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0226604,10.5582/ddt.2019.01079
Lentinan,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]5O)[C@H]4O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C42H72O36/c43-1-8-15(48)22(55)25(58)37(69-8)66-6-13-20(53)32(28(61)36(65)68-13)75-40-29(62)33(18(51)11(4-46)72-40)77-41-30(63)34(19(52)12(5-47)73-41)78-42-31(64)35(76-39-27(60)24(57)17(50)10(3-45)71-39)21(54)14(74-42)7-67-38-26(59)23(56)16(49)9(2-44)70-38/h8-65H,1-7H2/t8-,9-,10-,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21-,22+,23+,24+,25-,26-,27-,28-,29-,30-,31-,32+,33+,34+,35+,36-,37-,38-,39+,40+,41+,42+/m1/s1",MAXBMUKIXLNXGX-DMWITZOWSA-N,Shiitake mushrooms,Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Not in database,10.4103/1995-7645.272482
Linoleic acid,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",OYHQOLUKZRVURQ-HZJYTTRNSA-N,"Vegetable oils (corn oil, soybean oil, sunflower oil)",FDB006287,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0279503,"10.1007/s11356-021-15594-8,10.1515/reveh-2016-0041"
Loliolide,CC1(C)C[C@H](O)C[C@@]2(C)OC(=O)C=C12,"InChI=1S/C11H16O3/c1-10(2)5-7(12)6-11(3)8(10)4-9(13)14-11/h4,7,12H,5-6H2,1-3H3/t7-,11+/m0/s1",XEVQXKKKAVVSMW-WRWORJQWSA-N,"Fruits (strawberries, grapes, pineapple)",FDB004536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0245641,10.2174/1568026622666220119111538
Lutein,CC(=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)/C=C/C=C(C)/C=C/[C@H]2C(=C[C@H](O)CC2(C)C)C,"InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-25,35-37,41-42H,26-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36+,37-/m0/s1",KBPHJBAIARWVSC-RGZFRNHPSA-N,"Green leafy vegetables, corn, egg yolks",FDB015471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0216202,10.1016/j.nutres.2021.04.007
Luteolin,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",IQPNAANSBPBGFQ-UHFFFAOYSA-N,"Parsley, thyme, celery, peppers",FDB013255,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0151679,"10.3389/fgene.2021.758733,10.1002/ptr.7044,10.1007/s00011-020-01425-y,10.1155/2021/9995903"
Lycopene,CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\CCC=C(C)C,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+",OAIJSZIZWZSQBC-GYZMGTAESA-N,"Tomatoes, watermelon, pink grapefruit",FDB014534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0269118,"10.1007/s11356-021-15594-8,10.1093/advances/nmac060,10.3390/plants11192524"
Mahanine,CC1=CC2=C(C3=C1OC(C=C3)(C)CCC=C(C)C)NC4=C2C=CC(=C4)O,"InChI=1S/C23H25NO2/c1-14(2)6-5-10-23(4)11-9-18-21-19(12-15(3)22(18)26-23)17-8-7-16(25)13-20(17)24-21/h6-9,11-13,24-25H,5,10H2,1-4H3",DWMBXHWBPZZCTN-UHFFFAOYSA-N,"Mahanimbine, an alkaloid found in curry leaves",FDB018272,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0439103,10.3390/nu13113714
Malvidin,[Cl-].COc1cc(cc(OC)c1O)c2[o+]c3cc(O)cc(O)c3cc2O,"InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)16(14)21)17-12(20)7-10-11(19)5-9(18)6-13(10)24-17/h3-7H,1-2H3,(H3-,18,19,20,21)/p+1",KZMACGJDUUWFCH-UHFFFAOYSA-O,"Berries (blueberries, blackberries, cranberries)",FDB002713,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0352168,10.1080/10408398.2020.1763910
Matairesinol,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc3ccc(O)c(OC)c3)ccc1O,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1",MATGKVZWFZHCLI-LSDHHAIUSA-N,"Flaxseed, sesame seeds, whole grains",FDB014539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CNP0139257,10.3389/fgene.2019.00079
Melatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",DRLFMBDRBRZALE-UHFFFAOYSA-N,"Tart cherries, walnuts, almonds, oats",FDB004234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0105429,"10.1016/j.apsb.2020.06.007,10.1016/j.phrs.2022.106371,10.3389/fgene.2022.968919,10.3390/ijms22042058,10.3390/diseases9020027,10.3390/antiox10020210,10.3390/cells9030599,10.1134/S1819712419030036,10.1002/med.21582,10.3390/cancers11111712,10.3390/ijms18020426,10.3389/fphar.2022.867500,10.1007/s42000-020-00197-8,10.1016/j.lfs.2021.120191,10.3390/antiox11010035,10.1016/j.arr.2017.09.006"
Methionine,CSCC[C@H](N)C(O)=O,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,"Meat, fish, eggs, legumes",FDB012683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0217457,"10.3390/ijms23137156,10.3390/metabo11020083,10.1016/j.neuint.2021.105099,10.3389/fnins.2019.00274,10.1016/bs.pmbts.2017.12.012,10.1080/15592294.2018.1503491,10.1016/j.arr.2021.101500,10.23736/S2724-5276.20.06166-6,10.3390/ijms21093290,10.3390/nu12092867,10.1002/mnfr.201900377,10.1016/bs.ircmb.2019.05.001,10.1093/nutrit/nuy006,10.3389/fendo.2018.00217,10.1155/2017/1670815,10.3390/ijms24032346,10.1016/j.mam.2016.11.007,10.2174/1389203720666190125110150"
Myricetin,Oc1cc(O)c2C(=O)C(=C(Oc2c1)c3cc(O)c(O)c(O)c3)O,"InChI=1S/C15H10O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,16-20,22H",IKMDFBPHZNJCSN-UHFFFAOYSA-N,"Berries (cranberries, blueberries), grapes, onions",FDB012724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,"10.1080/10408398.2020.1763910,10.1155/2021/9995903"
Naringenin triacetate,CC(=O)OC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3OC(=O)C)OC(=O)C,"InChI=1S/C21H18O8/c1-11(22)26-15-6-4-14(5-7-15)18-10-17(25)21-19(28-13(3)24)8-16(27-12(2)23)9-20(21)29-18/h4-9,18H,10H2,1-3H3",HQZXCNZZVRAEPO-UHFFFAOYSA-N,"Citrus fruits (grapefruits, oranges)",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CNP0150794,10.15430/JCP.2020.25.4.189
Niacin,OC(=O)c1cccnc1,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)",PVNIIMVLHYAWGP-UHFFFAOYSA-N,"Meat, poultry, fish, whole grains, legumes",FDB001014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0319168,10.1080/10408398.2020.1712674
Nicotinamide,NC(=O)c1cccnc1,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,"Meat, poultry, fish, dairy products",FDB012485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0295308,"10.3390/nu13113714,10.3390/medicina58010016"
Nordihydroguaiaretic acid,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc2ccc(O)c(O)c2,"InChI=1S/C18H22O4/c1-11(7-13-3-5-15(19)17(21)9-13)12(2)8-14-4-6-16(20)18(22)10-14/h3-6,9-12,19-22H,7-8H2,1-2H3",HCZKYJDFEPMADG-UHFFFAOYSA-N,Creosote bush (Larrea tridentata),FDB011903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Not in database,10.1007/s11356-021-15594-8
Oleacein,CC=C(C=O)C(CC=O)CC(=O)OCCC1=CC(=C(C=C1)O)O,"InChI=1S/C17H20O6/c1-2-13(11-19)14(5-7-18)10-17(22)23-8-6-12-3-4-15(20)16(21)9-12/h2-4,7,9,11,14,20-21H,5-6,8,10H2,1H3/b13-2+",XLPXUPOZUYGVPD-XNJYKOPJSA-N,Extra virgin olive oil,FDB016341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0212480,10.1007/s11356-021-15594-8
Oleic Acid,CCCCCCCC\C=C/CCCCCCCC(O)=O,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",ZQPPMHVWECSIRJ-KTKRTIGZSA-N,"Olive oil, avocados, nuts, seeds",FDB012858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0142072,10.3390/nu15010224
Oleuropein,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=C\C)/[C@@H]1CC(=O)OCCc3ccc(O)c(O)c3,"InChI=1S/C25H32O13/c1-3-13-14(9-19(29)35-7-6-12-4-5-16(27)17(28)8-12)15(23(33)34-2)11-36-24(13)38-25-22(32)21(31)20(30)18(10-26)37-25/h3-5,8,11,14,18,20-22,24-28,30-32H,6-7,9-10H2,1-2H3/b13-3-/t14-,18+,20+,21-,22+,24-,25-/m0/s1",RFWGABANNQMHMZ-WLFYAOHHSA-N,"Olives, olive leaves",FDB014653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0209991,10.1093/advances/nmac067
Palmitic Acid,CCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,"Meat, dairy products, palm oil",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0420987,"10.1007/s13668-022-00402-7,10.3390/ijms19123820"
Palmitoleic Acid,CCCCCC\C=C/CCCCCCCC(O)=O,"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-",SECPZKHBENQXJG-FPLPWBNLSA-N,"Animal fats, vegetable oils",FDB031085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0307038,10.2174/1389450117666151209120345
Pantothenic Acid,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,"Meat, poultry, fish, whole grains, legumes, vegetables",FDB008322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0153142,10.1080/10408398.2020.1712674
Papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,"InChI=1S/C20H21NO4/c1-22-17-6-5-13(10-18(17)23-2)9-16-15-12-20(25-4)19(24-3)11-14(15)7-8-21-16/h5-8,10-12H,9H2,1-4H3",XQYZDYMELSJDRZ-UHFFFAOYSA-N,Opium poppy plant,FDB000447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0102713,10.1016/j.cellsig.2017.07.018
Parthenolide,C\C1=C\CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,"InChI=1S/C15H20O3/c1-9-5-4-8-15(3)13(18-15)12-11(7-6-9)10(2)14(16)17-12/h5,11-13H,2,4,6-8H2,1,3H3/b9-5+/t11-,12-,13+,15+/m0/s1",KTEXNACQROZXEV-PVLRGYAZSA-N,Feverfew plant,FDB005891,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0448123,"10.3390/nu13113714,10.1016/j.taap.2021.115467"
Pelargonidin,[Cl-].Oc1ccc(cc1)c2[o+]c3cc(O)cc(O)c3cc2O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)15-13(19)7-11-12(18)5-10(17)6-14(11)20-15/h1-7H,(H3-,16,17,18,19)/p+1",XVFMGWDSJLBXDZ-UHFFFAOYSA-O,"Fruits (strawberries, cherries, raspberries)",FDB012426,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0320914,10.1080/10408398.2020.1763910
Peperomin E,COC1=CC(=CC2=C1OCO2)C(C3COC(=O)C3=C)C4=CC5=C(C(=C4)OC)OCO5,"InChI=1S/C22H20O8/c1-11-14(8-26-22(11)23)19(12-4-15(24-2)20-17(6-12)27-9-29-20)13-5-16(25-3)21-18(7-13)28-10-30-21/h4-7,14,19H,1,8-10H2,2-3H3/t14-/m1/s1",HSEIBOLBSKVJFP-CQSZACIVSA-N,"Piperaceae family of plants (black pepper, long pepper)",Not in database,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,10.1007/s11356-021-15594-8
